dbn,school_name,cte_designated_high_school,program_cip_code,program_name,industry_cluster,number_of_industry_partners,is_nysed_approved,grade_levels_served,enrolled_student_counts,year,staff_attending
25Q525,Townsend Harris High School,False,150401,Biomedical Technology/Technician,Scientific Research and Engineering Cluster,3,Non-Approved,"10,11,12",160,2019-2020,4.0
25Q525,Townsend Harris High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,1,Non-Approved,"10,11,12",210,2019-2020,4.0
25Q525,Townsend Harris High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,11,Non-Approved,"10,11,12",13,2019-2020,4.0
26Q315,Business Technology Early College High School,True,110103,Information Technology,Information Technology Cluster,1,Non-Approved,"9,10,11,12",522,2019-2020,0.0
26Q430,Francis Lewis High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,1,Non-Approved,"9,10,11,12",202,2019-2020,2.0
26Q430,Francis Lewis High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,8,Non-Approved,,0,2019-2020,2.0
26Q430,Francis Lewis High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Non-Approved,"9,10,11,12",268,2019-2020,2.0
26Q495,Bayside High School,False,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,"9,10,11,12",518,2019-2020,8.0
26Q495,Bayside High School,False,100203,Recording Arts Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",12,Approved,"9,10,11,12",472,2019-2020,8.0
26Q495,Bayside High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,0,Approved,"9,10,11,12",582,2019-2020,8.0
26Q495,Bayside High School,False,150507,Environmental Engineering Technology/Environmental Technology,"Agriculture, Food and Natural Resources Cluster",5,Approved,"9,10,11,12",360,2019-2020,8.0
26Q495,Bayside High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,10,Approved,"9,10,11,12",675,2019-2020,8.0
26Q495,Bayside High School,False,520201,"Business Administration and Management, General",Business Management and Administration Cluster,0,Approved,"9,10,11,12",299,2019-2020,8.0
27Q302,"Queens High School for Information, Research, and",False,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,3,Non-Approved,"9,10,11,12",109,2019-2020,2.0
27Q324,Rockaway Park High School for Environmental Sustai,False,460201,Carpentry/Carpenter,Architecture and Construction Cluster,3,Non-Approved,"9,10,11,12",93,2019-2020,2.0
27Q351,Rockaway Collegiate High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,0,Non-Approved,"9,10,11,12",162,2019-2020,0.0
27Q400,August Martin High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,1,Non-Approved,"10,11,12",101,2019-2020,2.0
27Q475,Richmond Hill High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,0,Non-Approved,"9,10,11,12",85,2019-2020,7.0
27Q475,Richmond Hill High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,6,Approved,"9,10,11,12",161,2019-2020,7.0
27Q480,John Adams High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,"9,10,11,12",228,2019-2020,3.0
27Q650,"High School for Construction Trades, Engineering a",True,151001,Construction Engineering Technology/Technician,Architecture and Construction Cluster,0,Approved,"9,10,11,12",339,2019-2020,9.0
27Q650,"High School for Construction Trades, Engineering a",True,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,7,Approved,"9,10,11,12",366,2019-2020,9.0
27Q650,"High School for Construction Trades, Engineering a",True,151304,Civil Drafting and Civil Engineering CAD/CADD,Manufacturing Production Cluster,7,Approved,"9,10,11,12",394,2019-2020,9.0
28Q440,Forest Hills High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,"9,10,11,12",517,2019-2020,2.0
28Q440,Forest Hills High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Approved,"9,10,11,12",674,2019-2020,2.0
28Q505,Hillcrest High School,False,110199,"Computer Science, Other",Information Technology Cluster,4,Approved,,0,2019-2020,7.0
28Q505,Hillcrest High School,False,151302,CAD/CADD Drafting and/or Design Technology/Technician,Manufacturing Production Cluster,4,Approved,"9,10,11,12",82,2019-2020,7.0
28Q505,Hillcrest High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,12,Non-Approved,"9,10,11,12",262,2019-2020,7.0
28Q505,Hillcrest High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,3,Approved,"10,11,12",135,2019-2020,7.0
28Q505,Hillcrest High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,"10,11,12",68,2019-2020,7.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,100305,"Graphic and Printing Equipment Operator, General Production",Manufacturing Production Cluster,4,Approved,"9,10,11,12",191,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,5,Approved,"9,10,11,12",166,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111003,Computer and Information Systems Security,Information Technology Cluster,0,Approved,"9,10,11,12",217,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111004,Web/Multimedia Management and Webmaster,Information Technology Cluster,3,Approved,"9,10,11,12",204,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,150405,Robotics Technology/Technician,Manufacturing Production Cluster,2,Approved,"9,10,11,12",183,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,151306,Mechanical Drafting and Mechanical Drafting CAD/CADD,Manufacturing Production Cluster,2,Approved,"9,10,11,12",208,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,460302,Electrician,Architecture and Construction Cluster,3,Approved,"9,10,11,12",110,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,5,Approved,"9,10,11,12",225,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470603,Autobody/Collision and Repair Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,"9,10,11,12",101,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",9,Approved,"9,10,11,12",340,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,500402,Commercial and Advertising Art,"Arts, Audio/Video Technology and Communications Cluster",4,Approved,"9,10,11,12",114,2019-2020,17.0
28Q620,Thomas A. Edison Career and Technical Education Hi,True,511099,"Clinical/Medical Laboratory Science and Allied Professions, Other",Health Science Cluster,3,Approved,"9,10,11,12",106,2019-2020,17.0
29Q243,Institute for Health Professions at Cambria Height,True,510810,Emergency Care Attendant (EMT Ambulance),Health Science Cluster,2,Non-Approved,,0,2019-2020,2.0
29Q243,Institute for Health Professions at Cambria Height,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Non-Approved,"9,10,11,12",441,2019-2020,2.0
29Q272,George Washington Carver High School for the Scien,False,510808,Veterinary/Animal Health Technology/Technician and Veterinarian Assistant,Health Science Cluster,1,Approved,"9,10,11,12",174,2019-2020,2.0
29Q313,Benjamin Franklin High School for Finance & Inform,True,110103,Information Technology,Information Technology Cluster,4,Approved,"9,10,11,12",289,2019-2020,5.0
29Q313,Benjamin Franklin High School for Finance & Inform,True,520304,Accounting and Finance,Business Management and Administration Cluster,2,Non-Approved,"9,10,11,12",121,2019-2020,5.0
29Q326,Cambria Heights Academy,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,"9,10,11,12",361,2019-2020,3.0
30Q258,Energy Tech High School,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Non-Approved,"9,10,11,12",457,2019-2020,2.0
30Q286,"Young Women's Leadership School, Astoria",False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,"9,11",46,2019-2020,4.0
30Q301,Academy for Careers in Television and Film,True,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,"9,10,11,12",550,2019-2020,1.0
30Q445,William Cullen Bryant High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,"9,10,11,12",390,2019-2020,3.0
30Q450,Long Island City High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,7,Approved,"9,10,11,12",226,2019-2020,11.0
30Q450,Long Island City High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,2,Non-Approved,"9,10,11,12",553,2019-2020,11.0
30Q450,Long Island City High School,False,520901,"Hospitality Administration/Management, General",Hospitality and Tourism Cluster,5,Approved,"9,10,11,12",280,2019-2020,11.0
30Q501,Frank Sinatra School of the Arts High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,"9,10,11,12",125,2019-2020,0.0
30Q501,Frank Sinatra School of the Arts High School,False,500501,"Drama and Dramatics/Theatre Arts, General","Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,"9,10,11,12",139,2019-2020,0.0
30Q502,Information Technology High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,3,Approved,"10,11,12",95,2019-2020,5.0
30Q502,Information Technology High School,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,"10,11,12",95,2019-2020,5.0
31R440,New Dorp High School,False,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",6,Approved,"9,10,11,12",375,2019-2020,13.0
31R440,New Dorp High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,10,2,2019-2020,13.0
31R440,New Dorp High School,False,430106,Forensic Science and Technology,Law and Public Safety Cluster,3,Non-Approved,"9,10,11,12",453,2019-2020,13.0
31R440,New Dorp High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,11,Non-Approved,"9,10,11,12",285,2019-2020,13.0
31R440,New Dorp High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,6,Approved,"9,10,11,12",397,2019-2020,13.0
31R445,Port Richmond High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,4,Approved,"9,10,11,12",385,2019-2020,5.0
31R445,Port Richmond High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,"11,12",24,2019-2020,5.0
31R450,Curtis High School,False,90102,Mass Communications/Media Studies,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,"9,10,11,12",269,2019-2020,4.0
31R450,Curtis High School,False,110301,Data Processing Technology/Technician,Information Technology Cluster,3,Non-Approved,"9,10,11,12",439,2019-2020,4.0
31R450,Curtis High School,False,430107,Criminal Justice/Police Science,Law and Public Safety Cluster,36,Non-Approved,"9,10,11,12",375,2019-2020,4.0
31R450,Curtis High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",4,Non-Approved,"9,10,11,12",106,2019-2020,4.0
31R450,Curtis High School,False,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,"9,10,11,12",322,2019-2020,4.0
31R450,Curtis High School,False,511613,Licensed Practical/Vocational Nurse Training,Health Science Cluster,0,Approved,"10,11,12",56,2019-2020,4.0
31R450,Curtis High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Approved,"9,10,11,12",280,2019-2020,4.0
31R455,Tottenville High School,False,90903,Advertising,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,"10,11,12",98,2019-2020,13.0
31R455,Tottenville High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,1,Non-Approved,"10,11,12",95,2019-2020,13.0
31R455,Tottenville High School,False,120500,"Cooking and Related Culinary Arts, General",Hospitality and Tourism Cluster,5,Approved,"10,11,12",114,2019-2020,13.0
31R455,Tottenville High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,"10,11,12",159,2019-2020,13.0
31R455,Tottenville High School,False,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,"9,10,11,12",146,2019-2020,13.0
31R455,Tottenville High School,False,510603,Dental Laboratory Technology/Technician,Health Science Cluster,4,Approved,"10,11,12",80,2019-2020,13.0
31R455,Tottenville High School,False,510699,"Dental Services and Allied Professions, Other",Health Science Cluster,3,Approved,"10,11,12",80,2019-2020,13.0
31R455,Tottenville High School,False,510899,"Health/Medical Assisting Services, Other",Health Science Cluster,5,Approved,"11,12",123,2019-2020,13.0
31R455,Tottenville High School,False,520304,Accounting and Finance,Business Management and Administration Cluster,4,Non-Approved,"10,11,12",198,2019-2020,13.0
